gene.ID,geneID_UCSC,gene.name,chrom,strand,Tx.start,Tx.end,TSS
mm10-13454,NM_145825,Cetn4,chr3,-,37308626,37312446,37312446
mm10-13455,"NM_001255992,NM_001008502",Bbs12,chr3,+,37312553,37321451,37312553
mm10-13456,NM_008006,Fgf2,chr3,+,37348652,37404830,37348652
mm10-13457,"NM_153561,NM_001291044",Nudt6,chr3,-,37404981,37419596,37419596
mm10-13458,"NM_001163511,NM_021343,NM_001310473",Spata5,chr3,+,37419949,37579096,37419949
mm10-13459,"NR_130163,NR_130162,NR_130161",4930594O21Rik,chr3,+,37609890,37615276,37609890
mm10-13460,"NM_001305442,NM_001305441,NM_001305440,NM_011896",Spry1,chr3,+,37639946,37644599,37639946
mm10-13461,NM_198657,Gm5148,chr3,-,37714189,37724360,37724360
mm10-13462,NR_040559,Gm20755,chr3,+,37898812,37992728,37898812
mm10-13463,NR_040541,5430434I15Rik,chr3,-,38203150,38208119,38208119
mm10-13464,NM_001167883,Ankrd50,chr3,-,38449260,38484816,38484816
mm10-13465,NM_183221,Fat4,chr3,+,38886939,39011983,38886939
mm10-13466,NR_040445,1700017G19Rik,chr3,-,40504864,40522912,40522912
mm10-13467,NM_175515,Intu,chr3,+,40540766,40704774,40540766
mm10-13468,NM_178386,Slc25a31,chr3,+,40708870,40726094,40708870
mm10-13469,NM_011020,Hspa4l,chr3,+,40745612,40790365,40745612
mm10-13470,"NM_011495,NM_173169,NR_045576",Plk4,chr3,+,40799950,40816883,40799950
mm10-13471,NM_028140,Mfsd8,chr3,-,40818171,40846854,40846854
mm10-13472,NR_038067,Gm2011,chr3,+,40846998,40875609,40846998
mm10-13473,NR_045392,Gm10731,chr3,-,40853475,40855285,40855285
mm10-13474,NM_026622,Abhd18,chr3,+,40894276,40936307,40894276
mm10-13475,NR_045380,1700034I23Rik,chr3,-,40900198,40902543,40902543
mm10-13476,NM_001040399,Larp1b,chr3,+,40950630,40977793,40950630
mm10-13477,NM_027558,Pgrmc2,chr3,-,41066325,41083046,41083046
mm10-13478,NR_040385,Platr4,chr3,-,41487680,41493199,41493199
mm10-13479,NR_130791,2400006E01Rik,chr3,-,41500930,41528474,41528474
mm10-13480,"NM_001130186,NM_001130185,NM_001130184,NM_172303",Jade1,chr3,+,41555733,41616864,41555733
mm10-13481,NM_001081411,Sclt1,chr3,-,41626704,41742514,41742514
mm10-13482,"NM_001099785,NM_027271,NM_028667,NM_001291048",D3Ertd751e,chr3,+,41742614,41758941,41742614
mm10-13483,NR_045172,2610316D01Rik,chr3,-,45280438,45378260,45378260
mm10-13484,"NM_001098170,NM_001098171,NM_011043,NM_001098172",Pcdh10,chr3,+,45378397,45434579,45378397
mm10-13485,NR_040594,1700027H10Rik,chr3,-,45416583,45439309,45439309
mm10-13486,NM_001101479,Pabpc4l,chr3,-,46442196,46447941,46447941
mm10-13487,NR_105800,Mir6379,chr3,-,46900667,46900782,46900782
mm10-13488,NR_040408,Gm7977,chr3,-,48026011,48026759,48026759
mm10-13489,NR_003617,1700018B24Rik,chr3,-,48605730,48609100,48609100
mm10-13490,NM_130448,Pcdh18,chr3,-,49743295,49757316,49757316
mm10-13491,NM_011990,Slc7a11,chr3,-,50364935,50443613,50443613
mm10-13492,NM_009834,Noct,chr3,+,51224446,51251654,51224446
mm10-13493,"NM_023502,NM_001291063,NM_001291062,NM_001291059",Elf2,chr3,-,51252719,51340644,51340644
mm10-13494,NR_073429,4930577N17Rik,chr3,+,51276760,51278407,51276760
mm10-13495,"NM_026358,NR_028121",Mgarp,chr3,-,51388412,51396547,51396547
mm10-13496,NM_025523,Ndufc1,chr3,-,51405478,51408955,51408955
mm10-13497,NM_053089,Naa15,chr3,+,51416015,51475985,51416015
mm10-13498,NM_016858,Rab33b,chr3,+,51483965,51496212,51483965
mm10-13499,NM_080793,Setd7,chr3,-,51515317,51560823,51560823
mm10-13500,NR_033624,5031434O11Rik,chr3,+,51559756,51567116,51559756
mm10-13501,"NM_174995,NM_001310482",Mgst2,chr3,+,51661178,51682674,51661178
mm10-13502,NM_001004176,Maml3,chr3,-,51687612,52105006,52105006
mm10-13503,NM_019739,Foxo1,chr3,+,52268336,52350109,52268336
mm10-13504,NR_038079,Gm2447,chr3,+,52739723,52776654,52739723
mm10-13505,NR_040555,Gm20750,chr3,-,52906755,52927666,52927666
mm10-13506,NM_026225,Cog6,chr3,-,52982122,53017223,53017223
mm10-13507,NM_175386,Lhfp,chr3,+,53041546,53261679,53041546
mm10-13508,NM_172501,Nhlrc3,chr3,-,53451995,53463258,53463258
mm10-13509,NM_173382,Proser1,chr3,+,53463816,53481755,53463816
mm10-13510,NM_153156,Stoml3,chr3,+,53488792,53507652,53488792
mm10-13511,NM_172862,Frem2,chr3,-,53513937,53657355,53657355
mm10-13512,NM_026435,Ufm1,chr3,-,53853375,53863807,53863807
mm10-13513,"NM_001253682,NM_016984,NM_001253683,NR_046161",Trpc4,chr3,+,54156056,54318471,54156056
mm10-13514,"NM_001198766,NM_001198765,NM_015784,NM_001313899,NM_001313898",Postn,chr3,+,54361106,54391041,54361106
mm10-13515,NM_019995,Supt20,chr3,+,54693104,54716837,54693104
mm10-13516,"NM_001163570,NM_027148",Exosc8,chr3,-,54728678,54735364,54735364
mm10-13517,NM_025442,Alg5,chr3,+,54735538,54749795,54735538
mm10-13518,NM_019483,Smad9,chr3,+,54755581,54801269,54755581
mm10-13519,NM_133231,Rfxap,chr3,-,54803114,54807791,54807791
mm10-13520,NM_177854,Sertm1,chr3,-,54897068,54915887,54915887
mm10-13521,"NM_007628,NM_001305221",Ccna1,chr3,-,55045468,55055055,55055055
mm10-13522,NR_040593,4931419H13Rik,chr3,+,55055241,55084002,55055241
mm10-13523,"NM_001144987,NM_001144988,NM_144895",Spg20,chr3,+,55112107,55137332,55112107
mm10-13524,"NM_001290138,NR_110781,NR_110780,NR_110776,NM_177203,NM_001290141",Ccdc169,chr3,+,55137338,55172936,55137338
mm10-13525,NM_028937,Sohlh2,chr3,+,55182043,55209957,55182043
mm10-13526,"NM_001195538,NM_001111052,NM_001195539,NM_001111053,NM_019978,NM_001195540,NM_001111051",Dclk1,chr3,+,55242525,55539068,55242525
mm10-13527,NM_030595,Nbea,chr3,-,55625197,56183701,56183701
mm10-13528,NM_010750,Mab21l1,chr3,+,55782509,55785287,55782509
mm10-13529,NR_033592,4933417G07Rik,chr3,+,55847104,55848065,55847104
mm10-13530,NM_008536,Tm4sf1,chr3,-,57287063,57301919,57301919
mm10-13531,NM_145539,Tm4sf4,chr3,+,57425409,57441675,57425409
mm10-13532,"NM_001168281,NM_133784",Wwtr1,chr3,-,57455643,57575910,57575910
mm10-13533,NR_105797,Mir6377,chr3,+,57616608,57616722,57616608
mm10-13534,NM_175095,Commd2,chr3,-,57644348,57651684,57651684
mm10-13535,NM_001033349,Ankub1,chr3,-,57667421,57692537,57692537
mm10-13536,"NM_001113413,NM_011883,NM_001304456,NM_001304454,NR_130743",Rnf13,chr3,+,57736061,57835425,57736061
mm10-13537,NM_019410,Pfn2,chr3,-,57841894,57847757,57847757
mm10-13538,NR_040538,1700007F19Rik,chr3,-,58141706,58163807,58163807
mm10-13539,NM_001081229,Tsc22d2,chr3,+,58415688,58466787,58415688
mm10-13540,NM_030685,Serp1,chr3,-,58521970,58525884,58525884
mm10-13541,NM_001005509,Eif2a,chr3,+,58525820,58557501,58525820
mm10-13542,NM_001040396,Selt,chr3,+,58576657,58593546,58576657
mm10-13543,NM_001081262,Erich6,chr3,-,58616299,58637207,58637207
mm10-13544,NR_004433,Gm8234,chr3,+,58652041,58654041,58652041
mm10-13545,NM_009174,Siah2,chr3,-,58674948,58692388,58692388
mm10-13546,NR_045167,4930593A02Rik,chr3,+,58692588,58788524,58692588
mm10-13547,"NM_153386,NM_153385,NM_153384",Clrn1,chr3,-,58844027,58885212,58885212
mm10-13548,NM_177855,Med12l,chr3,+,59006977,59318412,59006977
mm10-13549,NM_173398,Gpr171,chr3,-,59096447,59101821,59101821
mm10-13550,"NM_001287124,NM_001287123,NM_001287122,NM_001287121,NM_133200,NM_001287120,NM_001287119,NM_001008497",P2ry14,chr3,-,59114622,59153492,59153492
mm10-13551,NR_045641,F630111L10Rik,chr3,-,59146295,59153628,59153628
mm10-13552,NM_001302203,Gpr87,chr3,-,59178913,59195104,59195104
mm10-13553,NM_028808,P2ry13,chr3,-,59207893,59210882,59210882
mm10-13554,NM_027571,P2ry12,chr3,-,59216270,59262831,59262831
mm10-13555,NM_001162884,Igsf10,chr3,-,59316734,59344256,59344256
mm10-13556,NM_001101531,Gm5538,chr3,+,59729785,59752397,59729785
mm10-13557,NM_001243003,Gm8298,chr3,+,59861050,59877313,59861050
mm10-13558,NM_177661,C130079G13Rik,chr3,+,59925213,59937949,59925213
mm10-13559,NR_037189,Gm9696,chr3,+,59952308,59973594,59952308
mm10-13560,NM_001128091,Aadacl2,chr3,+,60006742,60025420,60006742
mm10-13561,NM_023383,Aadac,chr3,+,60031787,60040157,60031787
mm10-13562,NM_032400,Sucnr1,chr3,+,60081868,60087566,60081868
mm10-13563,"NM_001253713,NM_001253711,NM_001253708,NM_001253709,NM_020007,NM_001253710,NM_001310514",Mbnl1,chr3,+,60472829,60629750,60472829
mm10-13564,"NM_001282016,NM_008772",P2ry1,chr3,+,61002784,61008982,61002784
mm10-13565,NM_028712,Rap2b,chr3,+,61364506,61368703,61364506
mm10-13566,NM_001081295,Arhgef26,chr3,+,62338776,62462221,62338776
mm10-13567,NM_028136,Dhx36,chr3,-,62468641,62506988,62506988
mm10-13568,NM_177346,Gpr149,chr3,-,62529962,62605140,62605140
mm10-13569,"NM_001289463,NM_001289462,NM_008604",Mme,chr3,+,63295434,63383713,63295434
mm10-13570,"NM_001177733,NM_001177732,NM_183191",Plch1,chr3,-,63696233,63850991,63850991
mm10-13571,NM_177856,E130311K13Rik,chr3,-,63914695,63929385,63929385
mm10-13572,"NM_001272035,NM_015728,NM_001331067",Slc33a1,chr3,-,63942323,63964733,63964733
mm10-13573,NM_001033300,Gmps,chr3,+,63976142,64019078,63976142
mm10-13574,NM_019918,Vmn2r1,chr3,+,64081641,64105458,64081641
mm10-13575,NM_001104592,Vmn2r2,chr3,-,64116431,64137480,64137480
mm10-13576,NM_001104614,Vmn2r3,chr3,-,64258960,64287417,64287417
mm10-13577,NM_001104615,Vmn2r4,chr3,-,64388620,64410057,64410057
mm10-13578,NM_001104618,Vmn2r5,chr3,-,64490820,64507685,64507685
mm10-13579,NM_001104619,Vmn2r6,chr3,-,64537560,64559818,64559818
mm10-13580,NR_003962,Vmn2r-ps11,chr3,-,64632862,64844743,64844743
mm10-13581,NM_175674,Vmn2r7,chr3,-,64690659,64719602,64719602
mm10-13582,"NM_010597,NM_001289450",Kcnab1,chr3,+,65109367,65378225,65109367
mm10-13583,NR_126080,A330015K06Rik,chr3,-,65133058,65302685,65302685
mm10-13584,NR_040390,A730090N16Rik,chr3,-,65324019,65349429,65349429
mm10-13585,NM_026155,Ssr3,chr3,-,65379656,65392553,65392553
mm10-13586,NR_027955,4931440P22Rik,chr3,-,65527484,65529414,65529414
mm10-13587,NM_178892,Tiparp,chr3,+,65528446,65555518,65528446
mm10-13588,NR_106200,Mir8120,chr3,+,65659287,65659426,65659287
mm10-13589,"NM_001037923,NM_001166659",Lekr1,chr3,+,65666227,65831162,65666227
mm10-13590,NM_019937,Ccnl1,chr3,-,65946150,65958225,65958225
mm10-13591,NM_145820,Veph1,chr3,-,66053557,66296837,66296837
mm10-13592,NM_008987,Ptx3,chr3,+,66219886,66225806,66219886
mm10-13593,"NM_001302357,NM_013665,NM_001302359,NM_001302358",Shox2,chr3,-,66971722,66981771,66981771
mm10-13594,NM_025822,Rsrc1,chr3,+,66985671,67358403,66985671
mm10-13595,"NM_001039543,NM_010801",Mlf1,chr3,+,67374096,67400000,67374096
mm10-13596,NM_138591,Gfm1,chr3,+,67430114,67475068,67430114
mm10-13597,NM_016753,Lxn,chr3,-,67457998,67463907,67463907
mm10-13598,NM_001164763,Rarres1,chr3,-,67478885,67515523,67515523
mm10-13599,NM_025813,Mfsd1,chr3,+,67582767,67604231,67582767
mm10-13600,NM_177585,Iqcj,chr3,+,67892219,68056593,67892219
mm10-13601,NM_001113419,Gm21949,chr3,+,67892219,68626482,67892219
mm10-13602,"NM_001282045,NM_001282044,NM_013928,NM_001113421,NM_001113420",Schip1,chr3,+,68064801,68626482,68064801
mm10-13603,"NM_008351,NM_001159424",Il12a,chr3,+,68690643,68698550,68690643
mm10-13604,NM_001167996,1110032F04Rik,chr3,+,68869585,68872163,68869585
mm10-13605,NM_026641,Ift80,chr3,-,68892498,69004570,69004570
mm10-13606,NM_133786,Smc4,chr3,+,69004971,69034623,69004971
mm10-13607,NR_029529,Mir15b,chr3,+,69009771,69009835,69009771
mm10-13608,NR_029735,Mir16-2,chr3,+,69009901,69009996,69009901
mm10-13609,NM_025863,Trim59,chr3,-,69035293,69044742,69044742
mm10-13610,NM_008467,Kpna4,chr3,-,69072220,69127092,69127092
mm10-13611,NR_126533,Gm1647,chr3,+,69131232,69157177,69131232
mm10-13612,NM_027843,Arl14,chr3,+,69222418,69223618,69222418
mm10-13613,NM_178726,Ppm1l,chr3,+,69316917,69555396,69316917
mm10-13614,NM_020026,B3galnt1,chr3,-,69573918,69598960,69598960
mm10-13615,NM_133787,Nmd3,chr3,+,69722054,69749046,69722054
mm10-13616,"NM_001164210,NM_001286959,NM_133675",Sptssb,chr3,-,69819538,69859894,69859894
mm10-13617,NM_001018031,Otol1,chr3,+,70007612,70028708,70007612
mm10-13618,NR_040556,Gm6634,chr3,-,70772378,70807291,70807291
mm10-13619,NM_001081137,Sis,chr3,-,72888559,72966866,72966866
mm10-13620,NM_198864,Slitrk3,chr3,-,73048124,73056943,73056943
mm10-13621,NR_040557,Gm20754,chr3,+,73066350,73594830,73066350
mm10-13622,NR_040547,4930509J09Rik,chr3,-,73351205,73481651,73481651
mm10-13623,NM_009738,Bche,chr3,-,73635808,73708415,73708415
mm10-13624,NR_040450,Gm20356,chr3,-,74009218,74017277,74017277
mm10-13625,"NM_172515,NM_001310529",Zbbx,chr3,-,75037894,75143772,75143772
mm10-13626,NM_026460,Serpini2,chr3,-,75242356,75270078,75270078
mm10-13627,NM_019745,Pdcd10,chr3,-,75516489,75556852,75556852
mm10-13628,NM_009250,Serpini1,chr3,+,75557532,75642523,75557532
mm10-13629,NR_040539,Platr10,chr3,-,75647440,75655731,75655731
mm10-13630,"NM_175193,NM_001291069",Golim4,chr3,-,75876182,75956949,75956949
mm10-13631,"NM_178673,NM_001253719",Fstl5,chr3,+,76074560,76710005,76074560
mm10-13632,"NM_001099624,NM_001310536",Rapgef2,chr3,-,79062510,79145875,79145875
mm10-13633,NR_045502,4921511C10Rik,chr3,+,79212918,79253913,79212918
mm10-13634,NM_001142953,Gm17359,chr3,+,79345375,79464128,79345375
mm10-13635,NM_001162999,Fnip2,chr3,-,79455970,79567679,79567679
mm10-13636,NM_026352,Ppid,chr3,+,79591388,79603650,79591388
mm10-13637,NM_025794,Etfdh,chr3,-,79603787,79628767,79628767
mm10-13638,NM_029482,4930579G24Rik,chr3,+,79629078,79632819,79629078
mm10-13639,NM_212452,Rxfp1,chr3,-,79644715,79737794,79737794
mm10-13640,NM_027495,Tmem144,chr3,-,79813152,79842662,79842662
mm10-13641,NM_133187,Fam198b,chr3,+,79885929,79946278,79885929
mm10-13642,"NM_001039195,NM_001083806,NM_013540",Gria2,chr3,-,80684935,80802791,80802791
mm10-13643,"NM_001281969,NM_001345955,NM_001345956,NM_010298,NM_001345957,NM_001345958,NM_001345996,NM_001345959",Glrb,chr3,-,80843598,80913660,80913660
mm10-13644,NM_019971,Pdgfc,chr3,+,81036415,81214031,81036415
mm10-13645,NR_138586,A830029E22Rik,chr3,+,81802024,81805161,81802024
mm10-13646,NM_177662,Ctso,chr3,+,81932600,81956725,81932600
mm10-13647,NM_019911,Tdo2,chr3,-,81958413,81975728,81975728
mm10-13648,NM_021370,Asic5,chr3,+,81996921,82021233,81996921
mm10-13649,"NM_001161796,NM_017469",Gucy1b3,chr3,-,82032003,82074711,82074711
mm10-13650,NM_021896,Gucy1a3,chr3,-,82092426,82145877,82145877
mm10-13651,NR_105977,Mir7010,chr3,-,82106246,82106309,82106309
mm10-13652,NM_001081230,Map9,chr3,+,82358071,82395268,82358071
mm10-13653,"NM_008731,NM_001205099",Npy2r,chr3,-,82538382,82548085,82548085
mm10-13654,NM_001277170,Rbm46,chr3,-,82836522,82876483,82876483
mm10-13655,"NR_040382,NR_040381",Rbm46os,chr3,+,82876704,82943638,82876704
mm10-13656,NM_023624,Lrat,chr3,-,82892581,82903974,82903974
mm10-13657,"NM_001317105,NM_133862",Fgg,chr3,+,83007723,83015056,83007723
mm10-13658,"NM_001111048,NM_010196",Fga,chr3,+,83026152,83033617,83026152
mm10-13659,NM_181849,Fgb,chr3,-,83042245,83049863,83049863
mm10-13660,NM_016784,Plrg1,chr3,+,83055537,83072291,83055537
mm10-13661,NR_036591,1700028M03Rik,chr3,-,83555366,83574118,83574118
mm10-13662,NM_009144,Sfrp2,chr3,+,83766320,83774314,83766320
mm10-13663,NM_011905,Tlr2,chr3,-,83836271,83841608,83841608
mm10-13664,NM_172681,D930015E06Rik,chr3,-,83898286,84040161,84040161
mm10-13665,NM_029797,Mnd1,chr3,-,84087933,84155786,84155786
mm10-13666,"NM_030706,NM_001271726,NM_001271728,NM_001271725,NM_001271727",Trim2,chr3,-,84160438,84304775,84304775
mm10-13667,NR_036654,Gm6525,chr3,+,84174637,84175193,84174637
mm10-13668,NR_040752,4930565D16Rik,chr3,-,84349375,84379921,84379921
mm10-13669,"NM_001205355,NM_001033301",Fhdc1,chr3,-,84442195,84480439,84480439
mm10-13670,"NM_001081093,NM_001293801",Arfip1,chr3,-,84496092,84582625,84582625
mm10-13671,NM_207278,Tigd4,chr3,+,84593573,84597032,84593573
mm10-13672,NM_177260,Tmem154,chr3,+,84666191,84704575,84666191
mm10-13673,"NM_001177774,NM_080428,NM_001177773",Fbxw7,chr3,+,84815576,84979198,84815576
mm10-13674,NM_001040461,Dear1,chr3,-,84965055,84965580,84965580
mm10-13675,NR_040542,1700036G14Rik,chr3,+,85317518,85332027,85317518
mm10-13676,NR_130326,Mir466k,chr3,+,85467376,85467498,85467376
mm10-13677,NM_144896,Gatb,chr3,+,85574128,85654470,85574128
mm10-13678,NM_172682,Fam160a1,chr3,-,85660062,85746209,85746209
mm10-13679,NM_177130,Glt28d2,chr3,-,85869845,85887518,85887518
mm10-13680,NM_001001650,Prss48,chr3,-,85993809,86002491,86002491
mm10-13681,NM_001082414,Sh3d19,chr3,+,86084433,86130521,86084433
mm10-13682,NM_016959,Rps3a1,chr3,-,86137939,86142668,86142668
mm10-13683,NR_004417,Snord73a,chr3,-,86138790,86138858,86138858
mm10-13684,NR_004418,Rnu73b,chr3,-,86140616,86140687,86140687
mm10-13685,"NM_030695,NM_001077688,NM_001077687",Lrba,chr3,+,86224689,86782694,86224689
mm10-13686,NM_011839,Mab21l2,chr3,-,86545580,86548283,86548283
mm10-13687,"NM_001195497,NM_001195500,NM_001195498,NM_001195496,NM_027539,NM_001195499",Dclk2,chr3,-,86786149,86920884,86920884
mm10-13688,"NM_001289449,NM_007640,NR_038188",Cd1d2,chr3,+,86986585,86989532,86986585
mm10-13689,NM_007639,Cd1d1,chr3,-,86995835,86999340,86999340
mm10-13690,"NM_130867,NM_001170985",Kirrel,chr3,-,87078591,87174747,87174747
mm10-13691,NM_030707,Fcrls,chr3,-,87250964,87263524,87263524
mm10-13692,NM_009690,Cd5l,chr3,+,87357880,87371074,87357880
mm10-13693,"NM_001310545,NM_178165,NM_001136236,NM_153090",Fcrl1,chr3,+,87376386,87402934,87376386
mm10-13694,"NM_001113238,NM_183222",Fcrl5,chr3,+,87435781,87500678,87435781
mm10-13695,"NM_001083318,NM_012051,NM_001286844",Etv3,chr3,+,87525577,87540158,87525577
mm10-13696,NM_001003912,Arhgef11,chr3,+,87618750,87738033,87618750
mm10-13697,NM_028971,Lrrc71,chr3,-,87736922,87748623,87748623
mm10-13698,"NM_028460,NM_001289601,NM_001289600,NM_152799,NM_001032414,NM_001032413",Pear1,chr3,-,87749096,87768953,87768953
mm10-13699,NM_001033124,Ntrk1,chr3,-,87778243,87795162,87795162
mm10-13700,NM_011832,Insrr,chr3,+,87796950,87816101,87796950
mm10-13701,"NM_021309,NM_001025571",Sh2d2a,chr3,+,87846754,87855722,87846754
mm10-13702,NM_033573,Prcc,chr3,-,87858902,87885562,87885562
mm10-13703,"NM_008231,NM_001331051,NM_001331052",Hdgf,chr3,+,87906320,87916132,87906320
mm10-13704,NM_026591,Mrpl24,chr3,+,87919543,87923433,87919543
mm10-13705,NM_153562,Rrnad1,chr3,-,87922600,87930195,87930195
mm10-13706,NM_177663,Isg20l2,chr3,+,87930313,87940686,87930313
mm10-13707,NM_007759,Crabp2,chr3,+,87948692,87953372,87948692
mm10-13708,NM_016701,Nes,chr3,+,87971092,87980451,87971092
mm10-13709,"NM_007529,NM_001109758",Bcan,chr3,-,87987530,88000356,88000356
mm10-13710,NM_022031,Hapln2,chr3,-,88021749,88027511,88027511
mm10-13711,"NM_001110809,NM_001286857,NM_025663",Gpatch4,chr3,+,88043105,88055994,88043105
mm10-13712,NM_144897,Apoa1bp,chr3,-,88056522,88058495,88058495
mm10-13713,NM_172526,Ttc24,chr3,-,88069409,88078304,88078304
mm10-13714,NM_001033484,Iqgap3,chr3,+,88082050,88121048,88082050
mm10-13715,"NM_001310587,NM_133665,NM_001310593",Mef2d,chr3,+,88142371,88172091,88142371
mm10-13716,NR_045997,1700113A16Rik,chr3,-,88171559,88177785,88177785
mm10-13717,NR_037276,Mir3093,chr3,+,88215170,88215257,88215170
mm10-13718,NR_029817,Mir9-1,chr3,+,88215597,88215686,88215597
mm10-13719,NM_021375,Rhbg,chr3,-,88242873,88254684,88254684
mm10-13720,NM_029801,Tsacc,chr3,-,88282759,88296838,88296838
mm10-13721,NM_009836,Cct3,chr3,+,88297134,88321766,88297134
mm10-13722,NM_020003,Glmp,chr3,+,88325022,88328631,88325022
mm10-13723,NM_024246,Tmem79,chr3,-,88328652,88334433,88334433
mm10-13724,NM_178246,Smg5,chr3,+,88336259,88362337,88336259
mm10-13725,"NM_198410,NM_001310597",Paqr6,chr3,+,88364588,88368541,88364588
mm10-13726,"NM_031368,NM_001305448,NM_001305449,NM_001305450",Bglap3,chr3,-,88368615,88372741,88372741
mm10-13727,NM_001032298,Bglap2,chr3,-,88377735,88378701,88378701
mm10-13728,NM_007541,Bglap,chr3,-,88383494,88384466,88384466
mm10-13729,"NM_025928,NM_001310605",Pmf1,chr3,-,88394137,88410397,88410397
mm10-13730,"NM_001145876,NM_001281795,NM_001145877,NM_178696",Slc25a44,chr3,-,88410493,88425141,88425141
mm10-13731,"NM_001163489,NM_001163491,NM_013658,NM_001163490",Sema4a,chr3,-,88435961,88461182,88461182
mm10-13732,NR_105978,Mir7011,chr3,-,88440878,88440951,88440951
mm10-13733,"NM_019390,NM_001111102,NM_001002011",Lmna,chr3,-,88481147,88503352,88503352
mm10-13734,NM_001029890,Mex3a,chr3,+,88532394,88541394,88532394
mm10-13735,NR_035434,Mir1905,chr3,-,88536300,88536382,88536382
mm10-13736,NM_016899,Rab25,chr3,-,88542028,88548279,88548279
mm10-13737,NM_031248,Lamtor2,chr3,-,88549818,88552927,88552927
mm10-13738,NM_033526,Ubqln4,chr3,+,88553715,88569725,88553715
mm10-13739,NM_025448,Ssr2,chr3,+,88579670,88588413,88579670
mm10-13740,"NM_008487,NM_001198911,NM_001198913,NM_001198912",Arhgef2,chr3,+,88616206,88648052,88616206
mm10-13741,NM_181817,Rxfp4,chr3,-,88651897,88653142,88653142
mm10-13742,NM_028814,2810403A07Rik,chr3,+,88685793,88712933,88685793
mm10-13743,"NM_009069,NM_001163310,NR_028056",Rit1,chr3,+,88716853,88731048,88716853
