tSNE1	tSNE2	cluster	cell_id
8.16	12.54	preB	Exp100-Sample2.all_Tn5-ATGAAG_BC06018_N06
-2.78	-2.41	CD4	Exp100-Sample2.all_Tn5-ATGAAG_BC06034_N03
21.4	1.41	proB	Exp100-Sample2.all_Tn5-ATTAGT_BC00066_N03
-14.35	1.75	CD4	Exp100-Sample2.all_Tn5-ATTAGT_BC00403_N01
7.55	4.68	B	Exp100-Sample2.all_Tn5-ATTAGT_BC00675_N03
13.21	-16.68	Mono-2	Exp100-Sample2.all_Tn5-ATTAGT_BC00934_N03
-16.32	0.77	CD4	Exp100-Sample2.all_Tn5-ATTAGT_BC00947_N02
-9.31	-2.19	CD4	Exp100-Sample2.all_Tn5-ATTAGT_BC01049_N02
-9.53	-12.49	CD4	Exp100-Sample2.all_Tn5-ATTAGT_BC01208_N03
-2.98	22.04	NK	Exp100-Sample2.all_Tn5-ATTAGT_BC01880_N01
-9.15	2.13	CD4	Exp100-Sample2.all_Tn5-ATTAGT_BC01926_N01
-0.75	-29.46	HSPC	Exp100-Sample2.all_Tn5-ATTAGT_BC01957_N02
10.41	-2.58	Mono-1	Exp100-Sample2.all_Tn5-ATTAGT_BC02047_N03
4.25	-25.38	HSPC	Exp100-Sample2.all_Tn5-ATTAGT_BC02057_N01
14.35	-11.9	Mono-1	Exp100-Sample2.all_Tn5-ATTAGT_BC02209_N03
10.45	-22.74	Mono-2	Exp100-Sample2.all_Tn5-ATTAGT_BC02359_N04
-4.14	26.72	NK	Exp100-Sample2.all_Tn5-ATTAGT_BC02501_N04
-13.3	-10.79	CD4	Exp100-Sample2.all_Tn5-ATTAGT_BC02600_N02
-23.78	-0.19	CD4	Exp100-Sample2.all_Tn5-ATTAGT_BC02800_N03
-0.63	19.05	NK	Exp100-Sample2.all_Tn5-ATTAGT_BC02820_N02
-21.69	4.2	CD4	Exp100-Sample2.all_Tn5-ATTAGT_BC02983_N02
-0.91	20.54	NK	Exp100-Sample2.all_Tn5-ATTAGT_BC02986_N03
-12.95	-13.06	CD4	Exp100-Sample2.all_Tn5-ATTAGT_BC03149_N03
-10.57	-12.79	CD4	Exp100-Sample2.all_Tn5-ATTAGT_BC03195_N03
-9.38	14.62	CD8	Exp100-Sample2.all_Tn5-ATTAGT_BC03242_N03
-1.86	-9.79	CD4	Exp100-Sample2.all_Tn5-ATTAGT_BC03277_N01
20.49	-16.27	Mono-1	Exp100-Sample2.all_Tn5-ATTAGT_BC03289_N02
-0.48	26.48	NK	Exp100-Sample2.all_Tn5-ATTAGT_BC03430_N03
5.61	-8.64	Mono-1	Exp100-Sample2.all_Tn5-ATTAGT_BC03569_N03
-7.05	10.54	CD8	Exp100-Sample2.all_Tn5-ATTAGT_BC03628_N03
6.44	-7.12	Mono-1	Exp100-Sample2.all_Tn5-ATTAGT_BC03697_N02
20.75	0.02	CLP	Exp100-Sample2.all_Tn5-ATTAGT_BC03766_N02
-7.96	-10.3	CD4	Exp100-Sample2.all_Tn5-ATTAGT_BC03814_N02
-14.34	5.51	CD4	Exp100-Sample2.all_Tn5-ATTAGT_BC03911_N03
-17.44	-7.93	CD4	Exp100-Sample2.all_Tn5-ATTAGT_BC04075_N04
-5.31	29.94	NK	Exp100-Sample2.all_Tn5-ATTAGT_BC04574_N05
-20.58	2.76	CD4	Exp100-Sample2.all_Tn5-ATTAGT_BC04622_N04
-6.69	-6.29	CD4	Exp100-Sample2.all_Tn5-ATTAGT_BC05092_N04
0.21	18.62	NK	Exp100-Sample2.all_Tn5-ATTAGT_BC05094_N02
-10.66	-4.23	CD4	Exp100-Sample2.all_Tn5-ATTAGT_BC05172_N05
9.44	-9.83	Mono-1	Exp100-Sample2.all_Tn5-ATTAGT_BC05223_N03
10.64	-5.45	Mono-1	Exp100-Sample2.all_Tn5-ATTAGT_BC05626_N03
-19.93	10.12	CD4	Exp100-Sample2.all_Tn5-CAACCG_BC01951_N02
11.69	-4.31	Mono-1	Exp100-Sample2.all_Tn5-CAACCG_BC02112_N02
11.95	-18.17	Mono-2	Exp100-Sample2.all_Tn5-CAACCG_BC02250_N01
0.31	-30.79	HSPC	Exp100-Sample2.all_Tn5-CAACCG_BC02301_N02
-16.79	9.49	CD4	Exp100-Sample2.all_Tn5-CAACCG_BC02312_N01
-9.93	-25.78	pDC	Exp100-Sample2.all_Tn5-CAACCG_BC02506_N03
-23.85	-0.99	CD4	Exp100-Sample2.all_Tn5-CAACCG_BC02666_N03
19.74	-10.7	Mono-1	Exp100-Sample2.all_Tn5-CAACCG_BC03012_N02
-10.13	27.2	CD8	Exp100-Sample2.all_Tn5-CAACCG_BC03053_N02
21.75	0.41	CLP	Exp100-Sample2.all_Tn5-CAACCG_BC03126_N03
-24.03	-0.48	CD4	Exp100-Sample2.all_Tn5-CAACCG_BC03168_N02
11.07	18.08	preB	Exp100-Sample2.all_Tn5-CAACCG_BC03267_N03
-17.18	9.56	CD8	Exp100-Sample2.all_Tn5-CAACCG_BC03465_N01
-9.56	27.22	NK	Exp100-Sample2.all_Tn5-CAACCG_BC03472_N03
20.17	-17.13	Mono-2	Exp100-Sample2.all_Tn5-CAACCG_BC03669_N02
6.25	-9.72	Mono-1	Exp100-Sample2.all_Tn5-CAACCG_BC03742_N02
-19.9	4.1	CD4	Exp100-Sample2.all_Tn5-CAACCG_BC03787_N02
9.5	19.82	preB	Exp100-Sample2.all_Tn5-CAACCG_BC03829_N01
-13.47	-2.22	CD4	Exp100-Sample2.all_Tn5-CAACCG_BC03889_N03
-24.35	1.71	CD4	Exp100-Sample2.all_Tn5-CAACCG_BC03902_N03
-12.8	-1.76	CD4	Exp100-Sample2.all_Tn5-CAACCG_BC03945_N01
-19.63	8.02	CD4	Exp100-Sample2.all_Tn5-CAACCG_BC03964_N02
-14.73	5.74	CD4	Exp100-Sample2.all_Tn5-CAACCG_BC03996_N02
5.53	11.94	preB	Exp100-Sample2.all_Tn5-CAACCG_BC04030_N03
-22.26	-12.42	CD4	Exp100-Sample2.all_Tn5-CAACCG_BC04042_N02
-20.87	-11.82	CD4	Exp100-Sample2.all_Tn5-CAACCG_BC04060_N02
19.3	-10.04	Mono-1	Exp100-Sample2.all_Tn5-CAACCG_BC04095_N05
-5.08	17.58	NK	Exp100-Sample2.all_Tn5-CAACCG_BC04132_N04
-1.63	2.39	CD4	Exp100-Sample2.all_Tn5-CAACCG_BC04206_N01
-12.24	-8.47	CD4	Exp100-Sample2.all_Tn5-CAACCG_BC04257_N02
-7.88	26.02	NK	Exp100-Sample2.all_Tn5-CAACCG_BC04351_N03
16.02	12.3	preB	Exp100-Sample2.all_Tn5-CAACCG_BC04546_N02
-15.87	6.73	CD4	Exp100-Sample2.all_Tn5-CAACCG_BC04692_N02
19.16	-19.22	Mono-2	Exp100-Sample2.all_Tn5-CAACCG_BC04721_N01
-22.52	-0.16	CD4	Exp100-Sample2.all_Tn5-CAACCG_BC04736_N05
-9.39	27.01	NK	Exp100-Sample2.all_Tn5-CAACCG_BC04771_N04
-24.83	-10.14	CD4	Exp100-Sample2.all_Tn5-CAACCG_BC04838_N03
-27.88	-1.96	CD4	Exp100-Sample2.all_Tn5-CAACCG_BC04853_N03
-15.23	-0.51	CD4	Exp100-Sample2.all_Tn5-CAACCG_BC04886_N03
-21.3	-0.86	CD4	Exp100-Sample2.all_Tn5-CAACCG_BC04900_N05
-4.05	-7.85	CD4	Exp100-Sample2.all_Tn5-CAACCG_BC05019_N03
-12.86	3.36	CD4	Exp100-Sample2.all_Tn5-CAACCG_BC05065_N04
-1.78	25.18	NK	Exp100-Sample2.all_Tn5-CAACCG_BC05236_N02
-4.98	11.95	CD8	Exp100-Sample2.all_Tn5-CAACCG_BC05343_N03
-26.8	-0.39	CD4	Exp100-Sample2.all_Tn5-CAACCG_BC05508_N03
-11.97	17.32	CD8	Exp100-Sample2.all_Tn5-CAACCG_BC05562_N05
-18.98	-10.1	CD4	Exp100-Sample2.all_Tn5-CAACCG_BC05586_N02
11.76	21.37	preB	Exp100-Sample2.all_Tn5-CAACCG_BC05793_N03
-21.06	-13.7	CD4	Exp100-Sample2.all_Tn5-CAACCG_BC05833_N03
-1.4	19.74	NK	Exp100-Sample2.all_Tn5-CAACCG_BC05849_N03
26.85	-7.16	Ery-early	Exp100-Sample2.all_Tn5-GAGCTT_BC00734_N01
-1.85	-27.74	HSPC	Exp100-Sample2.all_Tn5-GAGCTT_BC01469_N01
26.7	-2.98	Ery-early	Exp100-Sample2.all_Tn5-GAGCTT_BC01631_N02
16.64	-6.19	Mono-1	Exp100-Sample2.all_Tn5-GAGCTT_BC01758_N01
12.1	-19.3	Mono-2	Exp100-Sample2.all_Tn5-GAGCTT_BC02080_N02
-17.08	-0.01	CD4	Exp100-Sample2.all_Tn5-GAGCTT_BC02205_N01
9.39	-21.89	Mono-2	Exp100-Sample2.all_Tn5-GAGCTT_BC02229_N03
0.09	-31.05	HSPC	Exp100-Sample2.all_Tn5-GAGCTT_BC02467_N02
-12.22	17.88	CD8	Exp100-Sample2.all_Tn5-GAGCTT_BC02469_N01
5.05	-10.91	Mono-1	Exp100-Sample2.all_Tn5-GAGCTT_BC02580_N02
12.98	-19.11	Mono-2	Exp100-Sample2.all_Tn5-GAGCTT_BC02771_N01
-28.31	-1.91	CD4	Exp100-Sample2.all_Tn5-GAGCTT_BC02850_N01
10.4	4.44	B	Exp100-Sample2.all_Tn5-GAGCTT_BC02855_N03
16.69	18.48	preB	Exp100-Sample2.all_Tn5-GAGCTT_BC02979_N03
-18.42	2.21	CD4	Exp100-Sample2.all_Tn5-GAGCTT_BC03142_N01
11.23	13.4	preB	Exp100-Sample2.all_Tn5-GAGCTT_BC03210_N02
11.72	17.99	preB	Exp100-Sample2.all_Tn5-GAGCTT_BC03325_N01
-14.85	15.68	CD8	Exp100-Sample2.all_Tn5-GAGCTT_BC03409_N03
14.61	19.77	preB	Exp100-Sample2.all_Tn5-GAGCTT_BC03438_N02
-16.2	-1.98	CD4	Exp100-Sample2.all_Tn5-GAGCTT_BC03473_N01
14.42	18.26	preB	Exp100-Sample2.all_Tn5-GAGCTT_BC03535_N03
-18.04	0.22	CD4	Exp100-Sample2.all_Tn5-GAGCTT_BC03541_N01
-14.99	15.61	CD8	Exp100-Sample2.all_Tn5-GAGCTT_BC03570_N01
12.23	19.58	preB	Exp100-Sample2.all_Tn5-GAGCTT_BC03642_N03
-8.18	15.45	CD8	Exp100-Sample2.all_Tn5-GAGCTT_BC03651_N03
-18.05	11.06	CD4	Exp100-Sample2.all_Tn5-GAGCTT_BC03689_N02
20.47	-14.38	Mono-2	Exp100-Sample2.all_Tn5-GAGCTT_BC03708_N02
-14.47	-3.16	CD4	Exp100-Sample2.all_Tn5-GAGCTT_BC03733_N01
-10.88	18.16	CD8	Exp100-Sample2.all_Tn5-GAGCTT_BC03804_N01
-2.46	27.75	NK	Exp100-Sample2.all_Tn5-GAGCTT_BC03820_N02
-21.22	11.29	CD8	Exp100-Sample2.all_Tn5-GAGCTT_BC03901_N02
-13.4	18.71	CD8	Exp100-Sample2.all_Tn5-GAGCTT_BC03923_N02
17.65	18.77	preB	Exp100-Sample2.all_Tn5-GAGCTT_BC03989_N02
10.13	18.72	preB	Exp100-Sample2.all_Tn5-GAGCTT_BC03997_N04
-5.31	10.43	CD8	Exp100-Sample2.all_Tn5-GAGCTT_BC04010_N03
-6.2	14.49	CD8	Exp100-Sample2.all_Tn5-GAGCTT_BC04034_N02
18.67	-17.26	Mono-2	Exp100-Sample2.all_Tn5-GAGCTT_BC04036_N03
-0.39	-30.82	HSPC	Exp100-Sample2.all_Tn5-GAGCTT_BC04062_N02
14.02	19.52	preB	Exp100-Sample2.all_Tn5-GAGCTT_BC04105_N02
-16.44	5.41	CD4	Exp100-Sample2.all_Tn5-GAGCTT_BC04117_N02
-7.08	23.67	NK	Exp100-Sample2.all_Tn5-GAGCTT_BC04165_N02
-4.91	15.95	CD8	Exp100-Sample2.all_Tn5-GAGCTT_BC04173_N02
10.44	18.24	preB	Exp100-Sample2.all_Tn5-GAGCTT_BC04201_N03
-11.75	10.12	CD8	Exp100-Sample2.all_Tn5-GAGCTT_BC04233_N02
-10.3	21.77	NK	Exp100-Sample2.all_Tn5-GAGCTT_BC04378_N03
-2.54	28.85	NK	Exp100-Sample2.all_Tn5-GAGCTT_BC04398_N02
-5.22	-21.91	pDC	Exp100-Sample2.all_Tn5-GAGCTT_BC04421_N02
-21.61	4.29	CD4	Exp100-Sample2.all_Tn5-GAGCTT_BC04476_N03
-7.63	21.82	NK	Exp100-Sample2.all_Tn5-GAGCTT_BC04498_N03
18.87	-7.01	Mono-1	Exp100-Sample2.all_Tn5-GAGCTT_BC04502_N03
-6.71	-24.35	pDC	Exp100-Sample2.all_Tn5-GAGCTT_BC04505_N03
5.34	-11.66	Mono-1	Exp100-Sample2.all_Tn5-GAGCTT_BC04610_N03
-13.29	-5.88	CD4	Exp100-Sample2.all_Tn5-GAGCTT_BC04717_N04
-14.16	16.95	CD8	Exp100-Sample2.all_Tn5-GAGCTT_BC04821_N03
-18.68	-9.92	CD4	Exp100-Sample2.all_Tn5-GAGCTT_BC04840_N04
-9.15	22.41	CD8	Exp100-Sample2.all_Tn5-GAGCTT_BC04975_N03
-3.98	-3.87	CD4	Exp100-Sample2.all_Tn5-GAGCTT_BC04976_N04
3.45	26.09	NK	Exp100-Sample2.all_Tn5-GAGCTT_BC05060_N02
7.61	-5.95	Mono-1	Exp100-Sample2.all_Tn5-GAGCTT_BC05084_N02
-20.92	-1.2	CD4	Exp100-Sample2.all_Tn5-GAGCTT_BC05111_N03
-14.49	1.7	CD4	Exp100-Sample2.all_Tn5-GAGCTT_BC05145_N04
-17.57	7.11	CD4	Exp100-Sample2.all_Tn5-GAGCTT_BC05153_N04
19.76	-7.1	Mono-1	Exp100-Sample2.all_Tn5-GAGCTT_BC05168_N04
-12.93	0.08	CD4	Exp100-Sample2.all_Tn5-GAGCTT_BC05238_N03
-7.19	29.02	NK	Exp100-Sample2.all_Tn5-GAGCTT_BC05333_N04
-9.37	25.04	NK	Exp100-Sample2.all_Tn5-GAGCTT_BC05451_N04
-3.66	22.44	NK	Exp100-Sample2.all_Tn5-GAGCTT_BC05556_N04
13.02	-8.98	Mono-1	Exp100-Sample2.all_Tn5-GAGCTT_BC05572_N03
-4.5	23.16	NK	Exp100-Sample2.all_Tn5-GAGCTT_BC05679_N05
-8.22	23.85	NK	Exp100-Sample2.all_Tn5-GAGCTT_BC05702_N04
-12.51	-10.46	CD4	Exp100-Sample2.all_Tn5-GAGCTT_BC05754_N04
-10.99	-8.77	CD4	Exp100-Sample2.all_Tn5-GAGCTT_BC05977_N04
-9.21	1.65	CD4	Exp100-Sample2.all_Tn5-GAGCTT_BC05987_N04
9.84	14.03	preB	Exp100-Sample2.all_Tn5-GAGCTT_BC06051_N05
23.16	6.5	proB	Exp100-Sample2.all_Tn5-GAGGCC_BC02497_N03
16.39	-8.62	Mono-1	Exp100-Sample2.all_Tn5-GAGGCC_BC02705_N03
22.2	1.36	proB	Exp100-Sample2.all_Tn5-GAGGCC_BC03388_N02
31.04	-1.77	Ery-late	Exp100-Sample2.all_Tn5-GAGGCC_BC03412_N03
19.08	7.1	proB	Exp100-Sample2.all_Tn5-GAGGCC_BC03550_N02
13.39	-21.37	Mono-2	Exp100-Sample2.all_Tn5-GAGGCC_BC03582_N03
0.23	-10.84	Collision	Exp100-Sample2.all_Tn5-GAGGCC_BC03655_N01
14.98	-12.91	Mono-1	Exp100-Sample2.all_Tn5-GAGGCC_BC03944_N01
14.79	-20.05	Mono-2	Exp100-Sample2.all_Tn5-GAGGCC_BC04211_N02
11.21	18.51	preB	Exp100-Sample2.all_Tn5-GAGGCC_BC04231_N02
-9.3	28.42	NK	Exp100-Sample2.all_Tn5-GAGGCC_BC04237_N03
9.34	-20.54	Mono-2	Exp100-Sample2.all_Tn5-GAGGCC_BC04361_N03
7.91	-16.44	Mono-2	Exp100-Sample2.all_Tn5-GAGGCC_BC04393_N02
19.78	8.6	proB	Exp100-Sample2.all_Tn5-GAGGCC_BC04407_N02
-14.7	-9.72	CD4	Exp100-Sample2.all_Tn5-GAGGCC_BC04478_N04
19.71	-14.23	Mono-1	Exp100-Sample2.all_Tn5-GAGGCC_BC04596_N02
17.13	13	preB	Exp100-Sample2.all_Tn5-GAGGCC_BC04659_N02
16.94	-13.79	Mono-2	Exp100-Sample2.all_Tn5-GAGGCC_BC04687_N01
-16.94	9.97	CD8	Exp100-Sample2.all_Tn5-GAGGCC_BC04756_N02
-24.94	-8.62	CD4	Exp100-Sample2.all_Tn5-GAGGCC_BC04769_N02
-17.92	2.34	CD4	Exp100-Sample2.all_Tn5-GAGGCC_BC04786_N02
-25.86	-1.8	CD4	Exp100-Sample2.all_Tn5-GAGGCC_BC04825_N02
-13.41	-13.26	CD4	Exp100-Sample2.all_Tn5-GAGGCC_BC04859_N02
7.68	10.18	preB	Exp100-Sample2.all_Tn5-GAGGCC_BC04893_N02
-24.35	-10.06	CD4	Exp100-Sample2.all_Tn5-GAGGCC_BC04933_N03
1.6	-27.27	HSPC	Exp100-Sample2.all_Tn5-GAGGCC_BC04937_N02
-2.79	8.9	CD8	Exp100-Sample2.all_Tn5-GAGGCC_BC04989_N02
11.32	-16.52	Mono-2	Exp100-Sample2.all_Tn5-GAGGCC_BC05013_N02
-8.96	-7.7	CD4	Exp100-Sample2.all_Tn5-GAGGCC_BC05018_N02
16.21	-5.93	Mono-1	Exp100-Sample2.all_Tn5-GAGGCC_BC05045_N02
-17.05	-18.24	CD4	Exp100-Sample2.all_Tn5-GAGGCC_BC05059_N02
15.05	-12.89	Mono-1	Exp100-Sample2.all_Tn5-GAGGCC_BC05170_N03
-4.32	25.98	NK	Exp100-Sample2.all_Tn5-GAGGCC_BC05186_N03
-8.87	29.33	NK	Exp100-Sample2.all_Tn5-GAGGCC_BC05265_N02
-5.13	12.37	CD8	Exp100-Sample2.all_Tn5-GAGGCC_BC05272_N02
-13.7	-18.3	CD4	Exp100-Sample2.all_Tn5-GAGGCC_BC05372_N02
16.8	-12.68	Mono-2	Exp100-Sample2.all_Tn5-GAGGCC_BC05384_N02
9.06	18.41	preB	Exp100-Sample2.all_Tn5-GAGGCC_BC05387_N02
18.37	-8.31	Mono-1	Exp100-Sample2.all_Tn5-GAGGCC_BC05418_N02
7.52	9.35	preB	Exp100-Sample2.all_Tn5-GAGGCC_BC05533_N03
-12.86	-9.1	CD4	Exp100-Sample2.all_Tn5-GAGGCC_BC05545_N02
-11.9	16.2	CD8	Exp100-Sample2.all_Tn5-GAGGCC_BC05631_N03
-10.41	-8.76	CD4	Exp100-Sample2.all_Tn5-GAGGCC_BC05707_N02
-16.74	4.45	CD4	Exp100-Sample2.all_Tn5-GAGGCC_BC05718_N03
-1.34	27.76	NK	Exp100-Sample2.all_Tn5-GAGGCC_BC05819_N03
8.36	-22.19	Mono-2	Exp100-Sample2.all_Tn5-GAGGCC_BC05954_N03
-4.35	-1.78	CD4	Exp100-Sample2.all_Tn5-GAGGCC_BC06167_N03
2.47	-25.55	HSPC	Exp100-Sample2.all_Tn5-GAGGCC_BC06226_N06
-2.37	23.64	NK	Exp100-Sample2.all_Tn5-GAGGCC_BC06256_N03
8.74	-18.66	Mono-2	Exp100-Sample2.all_Tn5-GAGGCC_BC06313_N04
-3.09	-27.36	pDC	Exp100-Sample2.all_Tn5-GAGTGA_BC01004_N02
23.56	5.44	proB	Exp100-Sample2.all_Tn5-GAGTGA_BC01828_N03
27.56	-1.38	Ery-early	Exp100-Sample2.all_Tn5-GAGTGA_BC01892_N02
10.9	-22.1	Mono-2	Exp100-Sample2.all_Tn5-GAGTGA_BC02044_N03
13.77	12.45	preB	Exp100-Sample2.all_Tn5-GAGTGA_BC03487_N03
17.64	-18.51	Mono-2	Exp100-Sample2.all_Tn5-GAGTGA_BC03579_N03
5.83	-19.47	Mono-2	Exp100-Sample2.all_Tn5-GAGTGA_BC03589_N03
18.65	-15.61	Mono-2	Exp100-Sample2.all_Tn5-GAGTGA_BC03678_N01
-27.33	0.13	CD4	Exp100-Sample2.all_Tn5-GAGTGA_BC03818_N01
4.76	-27.77	HSPC-ery	Exp100-Sample2.all_Tn5-GAGTGA_BC03822_N03
18.38	-15.53	Mono-2	Exp100-Sample2.all_Tn5-GAGTGA_BC04069_N03
-15.08	-10.08	CD4	Exp100-Sample2.all_Tn5-GAGTGA_BC04115_N02
2.53	26.26	NK	Exp100-Sample2.all_Tn5-GAGTGA_BC04163_N01
-16.39	17.59	CD8	Exp100-Sample2.all_Tn5-GAGTGA_BC04399_N02
14.7	-12.74	Mono-2	Exp100-Sample2.all_Tn5-GAGTGA_BC04489_N02
9.16	20.92	preB	Exp100-Sample2.all_Tn5-GAGTGA_BC04533_N04
14.59	-6.58	Mono-1	Exp100-Sample2.all_Tn5-GAGTGA_BC04564_N02
31.52	-2.68	Ery-early	Exp100-Sample2.all_Tn5-GAGTGA_BC04663_N01
-17.12	17.84	CD8	Exp100-Sample2.all_Tn5-GAGTGA_BC04670_N03
-0.09	-7.42	CD4	Exp100-Sample2.all_Tn5-GAGTGA_BC04674_N02
2.98	-20.6	HSPC	Exp100-Sample2.all_Tn5-GAGTGA_BC04704_N04
-14.26	14.87	CD8	Exp100-Sample2.all_Tn5-GAGTGA_BC04729_N02
11.35	18.27	preB	Exp100-Sample2.all_Tn5-GAGTGA_BC04816_N04
0.29	3.31	CD4	Exp100-Sample2.all_Tn5-GAGTGA_BC04817_N02
-18.02	12.46	CD8	Exp100-Sample2.all_Tn5-GAGTGA_BC04834_N02
15.2	-21.1	Mono-2	Exp100-Sample2.all_Tn5-GAGTGA_BC04842_N05
-13.04	-1.47	CD4	Exp100-Sample2.all_Tn5-GAGTGA_BC04855_N03
7.18	13.35	preB	Exp100-Sample2.all_Tn5-GAGTGA_BC04884_N04
18.03	13.76	preB	Exp100-Sample2.all_Tn5-GAGTGA_BC04932_N04
-12.65	16.44	CD8	Exp100-Sample2.all_Tn5-GAGTGA_BC04957_N03
-8.06	14.5	CD8	Exp100-Sample2.all_Tn5-GAGTGA_BC04974_N03
5.2	-14.41	Mono-1	Exp100-Sample2.all_Tn5-GAGTGA_BC05020_N03
-9.8	-4.26	CD4	Exp100-Sample2.all_Tn5-GAGTGA_BC05047_N03
-10.02	2.96	CD4	Exp100-Sample2.all_Tn5-GAGTGA_BC05048_N03
6.71	-13.22	Mono-2	Exp100-Sample2.all_Tn5-GAGTGA_BC05105_N04
-4.21	2.72	CD4	Exp100-Sample2.all_Tn5-GAGTGA_BC05157_N03
-8.7	20.84	CD8	Exp100-Sample2.all_Tn5-GAGTGA_BC05175_N04
1.91	-27.44	HSPC	Exp100-Sample2.all_Tn5-GAGTGA_BC05183_N03
18.21	14.15	preB	Exp100-Sample2.all_Tn5-GAGTGA_BC05248_N04
7.09	-4.34	Mono-1	Exp100-Sample2.all_Tn5-GAGTGA_BC05293_N03
16	-3.37	Mono-1	Exp100-Sample2.all_Tn5-GAGTGA_BC05339_N02
-7.09	-13.85	CD4	Exp100-Sample2.all_Tn5-GAGTGA_BC05352_N03
31.4	5.4	Ery-late	Exp100-Sample2.all_Tn5-GAGTGA_BC05457_N02
-14.6	-13.8	CD4	Exp100-Sample2.all_Tn5-GAGTGA_BC05599_N02
10.15	-6.32	Mono-1	Exp100-Sample2.all_Tn5-GAGTGA_BC05616_N03
10.81	-7.3	Mono-1	Exp100-Sample2.all_Tn5-GAGTGA_BC05663_N02
-2.25	13.61	CD8	Exp100-Sample2.all_Tn5-GAGTGA_BC05721_N04
-15.33	1.5	CD4	Exp100-Sample2.all_Tn5-GAGTGA_BC05756_N04
-3.03	3.49	CD4	Exp100-Sample2.all_Tn5-GAGTGA_BC05920_N03
-0.5	29.65	NK	Exp100-Sample2.all_Tn5-GAGTGA_BC05962_N03
20.6	1.15	CLP	Exp100-Sample2.all_Tn5-GAGTGA_BC06076_N04
11.68	-5.91	Mono-1	Exp100-Sample2.all_Tn5-GAGTGA_BC06170_N03
25.93	-9.28	Ery-early	Exp100-Sample2.all_Tn5-GATCAA_BC00954_N02
6.34	-18.04	Mono-2	Exp100-Sample2.all_Tn5-GATCAA_BC01181_N01
23.2	5.56	proB	Exp100-Sample2.all_Tn5-GATCAA_BC01539_N02
-5.21	-24.07	pDC	Exp100-Sample2.all_Tn5-GATCAA_BC01652_N02
-9.93	-26.38	pDC	Exp100-Sample2.all_Tn5-GATCAA_BC01759_N01
2.21	-24.79	HSPC	Exp100-Sample2.all_Tn5-GATCAA_BC02217_N02
-3.71	23.57	NK	Exp100-Sample2.all_Tn5-GATCAA_BC02288_N01
18.26	17.31	preB	Exp100-Sample2.all_Tn5-GATCAA_BC02323_N01
15.55	-13.49	Mono-1	Exp100-Sample2.all_Tn5-GATCAA_BC02337_N02
10.5	12.45	preB	Exp100-Sample2.all_Tn5-GATCAA_BC02714_N01
-20.05	-8.91	CD4	Exp100-Sample2.all_Tn5-GATCAA_BC02880_N02
14.31	-19.93	Mono-2	Exp100-Sample2.all_Tn5-GATCAA_BC03027_N03
-14.02	10.66	CD8	Exp100-Sample2.all_Tn5-GATCAA_BC03203_N01
19.37	-13.44	Mono-2	Exp100-Sample2.all_Tn5-GATCAA_BC03255_N03
10.3	17.13	preB	Exp100-Sample2.all_Tn5-GATCAA_BC03294_N02
17.24	-19.2	Mono-2	Exp100-Sample2.all_Tn5-GATCAA_BC03376_N02
-9.4	15.23	CD8	Exp100-Sample2.all_Tn5-GATCAA_BC03399_N01
16.22	-12.05	Mono-1	Exp100-Sample2.all_Tn5-GATCAA_BC03506_N02
-3.31	17.53	NK	Exp100-Sample2.all_Tn5-GATCAA_BC03516_N01
-9.69	25.6	NK	Exp100-Sample2.all_Tn5-GATCAA_BC03536_N03
-8.22	4.42	CD4	Exp100-Sample2.all_Tn5-GATCAA_BC03552_N03
-3.79	25.96	NK	Exp100-Sample2.all_Tn5-GATCAA_BC03608_N01
9.89	2.97	B	Exp100-Sample2.all_Tn5-GATCAA_BC03638_N03
10.39	18.14	preB	Exp100-Sample2.all_Tn5-GATCAA_BC03660_N01
-9.3	-2.04	CD4	Exp100-Sample2.all_Tn5-GATCAA_BC03694_N01
17.41	18.78	preB	Exp100-Sample2.all_Tn5-GATCAA_BC03725_N03
-12.29	0.52	CD4	Exp100-Sample2.all_Tn5-GATCAA_BC03728_N03
-10.66	-0.79	CD4	Exp100-Sample2.all_Tn5-GATCAA_BC03850_N02
14.77	14.76	preB	Exp100-Sample2.all_Tn5-GATCAA_BC03924_N03
-24.26	-10.19	CD4	Exp100-Sample2.all_Tn5-GATCAA_BC04043_N01
-12.58	22.62	CD8	Exp100-Sample2.all_Tn5-GATCAA_BC04054_N03
14.08	21.45	preB	Exp100-Sample2.all_Tn5-GATCAA_BC04119_N03
-9.34	-12.03	CD4	Exp100-Sample2.all_Tn5-GATCAA_BC04187_N02
-2.12	18.56	NK	Exp100-Sample2.all_Tn5-GATCAA_BC04207_N01
1.91	24.03	NK	Exp100-Sample2.all_Tn5-GATCAA_BC04244_N01
-12.92	20.51	CD8	Exp100-Sample2.all_Tn5-GATCAA_BC04329_N02
-16.91	12.54	CD8	Exp100-Sample2.all_Tn5-GATCAA_BC04388_N03
-12.25	-0.44	CD8	Exp100-Sample2.all_Tn5-GATCAA_BC04416_N01
8.28	18.15	preB	Exp100-Sample2.all_Tn5-GATCAA_BC04423_N03
-4.11	28.26	NK	Exp100-Sample2.all_Tn5-GATCAA_BC04447_N02
-15.26	1.75	CD4	Exp100-Sample2.all_Tn5-GATCAA_BC04490_N02
0.33	26.69	NK	Exp100-Sample2.all_Tn5-GATCAA_BC04493_N03
10.3	11.08	preB	Exp100-Sample2.all_Tn5-GATCAA_BC04495_N02
